employee_id,age,age_when_joined,years_in_the_company,salary,annual_bonus,prior_years_experience,Gender,Resting_Heart_Rate,company_Glasses,company_Pear,department_BigData,department_Design,department_Sales,department_Search Engine,department_Support,Workload_Score,Experience_Pressure,HeartRate_Stress,Stress_Score,Stress_Level
27,34,30,4,91059.78921,13354.91817,3,0,69.5,False,True,False,False,False,False,False,4.444444444444445,1,3.897849462365591,3.4822580645161287,0
16,39,39,1,108899.4727,23511.43509,2,0,66.8,False,True,False,True,False,False,False,1.1111111111111112,0,3.172043010752687,1.9193548387096768,0
53,39,37,2,57027.8944,23482.43983,1,1,71.3,False,False,False,False,False,False,True,2.2222222222222223,1,4.381720430107526,3.0575268817204297,0
41,41,36,5,106403.8175,9265.654714,5,1,73.4,False,False,True,False,False,False,False,5.555555555555555,0,4.946236559139786,4.13978494623656,1
1,42,34,7,98891.57784,9826.200491,4,1,66.0,True,False,True,False,False,False,False,7.777777777777778,3,2.9569892473118276,4.411827956989247,1
3,30,25,5,91090.64693,16359.00336,2,0,70.6,True,False,False,False,False,True,False,5.555555555555555,3,4.193548387096772,4.363440860215053,1
1,30,26,3,125833.2581,20269.54581,4,1,68.6,True,False,False,False,False,False,False,3.333333333333333,0,3.655913978494622,2.827956989247311,0
23,34,24,9,79569.97917,13923.19438,3,1,69.9,False,False,False,False,False,True,False,10.0,6,4.005376344086023,6.202688172043011,1
1,30,29,2,93265.04394,24792.91,2,0,65.7,True,False,False,False,False,True,False,2.2222222222222223,0,2.876344086021506,2.1048387096774195,0
7,41,37,4,95463.68057,18854.90825,2,0,76.7,False,False,True,False,False,False,False,4.444444444444445,2,5.833333333333334,4.65,1
36,44,41,4,99278.13715,18677.43715,2,0,68.9,True,False,False,False,False,False,False,4.444444444444445,2,3.7365591397849474,3.6016129032258073,1
49,46,43,4,66945.91375,22358.01358,1,1,62.2,True,False,False,True,False,False,False,4.444444444444445,3,1.9354838709677424,2.9010752688172046,0
41,30,24,5,40000.0,23314.23139,2,1,73.0,True,False,True,False,False,False,False,5.555555555555555,3,4.838709677419354,4.686021505376344,1
1,30,22,8,110570.7121,22093.52199,1,1,76.2,True,False,False,False,False,False,False,8.88888888888889,7,5.698924731182796,6.916129032258064,2
6,30,22,5,88731.54539,24792.91,2,1,67.7,False,False,True,False,False,False,False,5.555555555555555,3,3.413978494623656,3.9736559139784946,1
8,45,38,7,99422.48138,17636.98236,2,1,70.2,True,False,False,False,False,False,False,7.777777777777778,5,4.086021505376344,5.376344086021505,1
1,38,32,6,104722.8973,15127.34699,3,1,69.1,False,False,False,False,False,False,True,6.666666666666666,3,3.7903225806451597,4.49516129032258,1
41,30,22,9,92883.28914,18571.36743,2,1,71.2,False,False,False,False,False,False,False,10.0,7,4.35483870967742,6.57741935483871,2
1,30,24,5,143174.7048,24792.91,1,0,77.2,True,False,False,True,False,False,False,5.555555555555555,4,5.967741935483871,5.450537634408603,1
28,30,23,7,81701.16203,20680.57281,3,1,71.7,False,False,False,False,False,True,False,7.777777777777778,4,4.489247311827958,5.377956989247312,1
15,44,42,2,124574.5962,21292.32532,1,0,75.7,True,False,False,False,False,False,False,2.2222222222222223,1,5.564516129032259,3.648924731182796,1
10,31,27,5,70511.28919,24711.81563,1,1,66.9,True,False,True,False,False,False,False,5.555555555555555,4,3.198924731182797,4.066129032258065,1
21,30,24,6,85925.90612,19284.87186,2,0,70.1,True,False,False,False,False,True,False,6.666666666666666,4,4.059139784946234,4.829569892473117,1
1,30,22,8,90114.44964,18108.01338,2,0,77.4,True,False,False,True,False,False,False,8.88888888888889,6,6.021505376344088,6.877419354838711,2
4,38,33,6,83250.19474,16171.56747,3,0,68.4,False,True,False,False,True,False,False,6.666666666666666,3,3.60215053763441,4.401075268817205,1
27,41,39,2,113894.2863,24792.91,1,0,76.4,False,True,False,False,True,False,False,2.2222222222222223,1,5.752688172043012,3.7430107526881726,1
61,30,26,4,65175.27416,9000.0,5,0,68.3,True,False,False,False,False,False,False,4.444444444444445,0,3.5752688172043,3.120967741935483,0
36,35,27,8,54272.33764,17672.84189,2,1,71.2,False,False,False,False,False,False,True,8.88888888888889,6,4.35483870967742,6.044086021505377,1
26,35,28,8,96180.03003,21368.78681,2,1,81.2,True,False,False,False,False,False,False,8.88888888888889,6,7.043010752688172,7.388172043010753,2
56,47,43,4,72063.16185,16080.35712,3,1,70.1,True,False,False,False,False,False,False,4.444444444444445,1,4.059139784946234,3.5629032258064504,1
80,35,25,9,40000.0,9000.0,4,0,73.9,False,False,False,False,False,False,True,10.0,5,5.080645161290324,6.540322580645162,2
31,35,30,6,109050.6766,9000.0,5,1,75.3,True,False,False,False,False,True,False,6.666666666666666,1,5.456989247311826,4.928494623655913,1
46,43,35,7,54285.08756,17816.50512,2,1,74.1,False,False,True,False,False,False,False,7.777777777777778,5,5.134408602150535,5.9005376344086,1
19,34,31,3,108545.7946,24470.90042,2,0,72.6,True,False,False,False,False,False,False,3.333333333333333,1,4.731182795698922,3.5655913978494613,1
1,32,22,9,87123.77858,14463.21342,3,1,72.7,False,False,False,False,False,True,False,10.0,6,4.758064516129032,6.579032258064516,2
30,46,40,6,107958.934,19917.73563,2,1,66.3,False,True,False,True,False,False,False,6.666666666666666,4,3.0376344086021496,4.318817204301075,1
46,32,29,3,49619.96214,13928.65447,4,0,72.9,False,True,False,False,False,False,False,3.333333333333333,0,4.811827956989249,3.4059139784946244,0
76,49,48,2,40000.0,23904.6499,2,0,68.1,False,False,False,False,False,False,True,2.2222222222222223,0,3.5215053763440842,2.4274193548387086,0
4,30,22,8,67869.00681,24792.91,1,0,76.5,False,False,False,False,False,False,True,8.88888888888889,7,5.779569892473118,6.9564516129032254,2
51,31,28,3,40000.0,11442.71691,4,0,78.0,False,False,False,False,False,False,True,3.333333333333333,0,6.182795698924731,4.091397849462365,1
29,37,32,5,100042.5528,24792.91,2,0,63.0,True,False,False,False,False,True,False,5.555555555555555,3,2.150537634408602,3.3419354838709676,0
45,44,45,1,108660.4719,13740.78168,3,0,78.1,False,True,False,False,True,False,False,1.1111111111111112,0,6.209677419354836,3.4381720430107516,0
28,37,29,8,40000.0,20436.49837,1,0,70.9,False,False,True,False,False,False,False,8.88888888888889,7,4.274193548387098,6.203763440860215,1
1,31,23,8,106224.5724,24718.7401,1,1,72.0,True,False,False,False,False,True,False,8.88888888888889,7,4.569892473118279,6.351612903225806,1
16,37,30,8,88315.50716,14716.86395,3,0,68.4,False,False,True,False,False,False,False,8.88888888888889,5,3.60215053763441,5.467741935483872,1
11,33,30,3,91692.10916,21471.5932,2,1,72.2,True,False,False,False,False,False,False,3.333333333333333,1,4.623655913978495,3.511827956989247,1
21,46,37,9,83395.08537,16596.98787,2,1,74.0,False,False,False,False,False,False,True,10.0,7,5.10752688172043,6.953763440860215,2
30,45,39,6,80287.19114,18719.92324,2,1,78.1,True,False,False,False,False,True,False,6.666666666666666,4,6.209677419354836,5.904838709677418,1
1,34,27,7,94372.9971,24589.34408,1,1,68.8,False,False,False,False,False,False,True,7.777777777777778,6,3.7096774193548376,5.388172043010752,1
1,46,43,3,126732.7597,18099.33817,2,0,80.2,True,False,False,False,False,True,False,3.333333333333333,1,6.774193548387098,4.587096774193549,1
36,38,34,5,89259.27102,22863.8304,2,1,75.4,True,False,False,False,False,False,False,5.555555555555555,3,5.483870967741936,5.008602150537635,1
70,38,41,1,69909.04331,16393.49628,4,0,71.3,True,False,False,False,False,False,False,1.1111111111111112,0,4.381720430107526,2.5241935483870965,0
63,45,42,3,53854.8496,16312.80371,3,0,70.9,False,True,False,True,False,False,False,3.333333333333333,0,4.274193548387098,3.137096774193549,0
35,40,43,1,125982.203,10783.77979,4,0,69.5,False,True,False,True,False,False,False,1.1111111111111112,0,3.897849462365591,2.282258064516129,0
67,37,38,1,72323.51262,15555.96838,5,1,69.6,True,False,False,False,False,True,False,1.1111111111111112,0,3.924731182795697,2.295698924731182,0
22,44,40,4,89256.73395,24792.91,1,1,72.9,False,True,False,False,True,False,False,4.444444444444445,3,4.811827956989249,4.3392473118279575,1
30,36,26,9,63082.79955,15230.41022,3,1,72.1,False,False,True,False,False,False,False,10.0,6,4.596774193548385,6.498387096774193,1
20,47,46,1,107702.4093,12950.43401,3,0,68.1,False,False,True,False,False,False,False,1.1111111111111112,0,3.5215053763440842,2.0940860215053756,0
80,30,22,9,40000.0,13228.91579,4,0,73.8,False,False,False,False,False,False,True,10.0,5,5.053763440860214,6.526881720430107,2
11,31,22,9,58791.48418,19103.18077,3,0,68.8,False,False,False,False,False,False,True,10.0,6,3.7096774193548376,6.054838709677419,1
46,42,46,1,115849.8528,22771.19889,2,0,72.7,False,True,False,True,False,False,False,1.1111111111111112,0,4.758064516129032,2.7123655913978495,0
1,38,27,9,81985.45504,13234.42556,1,1,72.2,False,False,True,False,False,False,False,10.0,8,4.623655913978495,6.911827956989248,2
32,30,22,8,64401.31044,24792.91,3,1,76.1,False,False,False,False,False,False,True,8.88888888888889,5,5.672043010752686,6.50268817204301,2
23,30,25,3,83281.79945,22011.54993,3,1,76.0,True,False,False,False,False,True,False,3.333333333333333,0,5.64516129032258,3.82258064516129,1
12,39,37,2,128263.1089,15712.24018,3,0,76.2,False,True,False,True,False,False,False,2.2222222222222223,0,5.698924731182796,3.5161290322580645,1
38,47,42,5,116901.8817,16349.89515,3,0,74.1,False,True,False,False,True,False,False,5.555555555555555,2,5.134408602150535,4.6338709677419345,1
45,32,28,4,52767.48076,24792.91,1,0,73.7,False,True,False,False,True,False,False,4.444444444444445,3,5.026881720430108,4.4467741935483875,1
5,35,29,6,77884.99493,14744.60159,4,0,70.6,False,False,True,False,False,False,False,6.666666666666666,2,4.193548387096772,4.4967741935483865,1
40,46,45,1,122757.9115,14999.44895,4,0,74.7,True,False,False,False,False,False,False,1.1111111111111112,0,5.295698924731184,2.9811827956989254,0
48,37,34,3,88090.36254,18696.07197,2,1,75.4,True,False,False,True,False,False,False,3.333333333333333,1,5.483870967741936,3.941935483870968,1
34,44,38,6,82863.03796,16857.28275,2,0,64.9,False,False,True,False,False,False,False,6.666666666666666,4,2.661290322580647,4.130645161290323,1
22,42,36,6,79480.58088,24792.91,1,0,74.5,False,False,True,False,False,False,False,6.666666666666666,5,5.241935483870968,5.620967741935484,1
8,31,27,4,74989.03586,24047.60713,1,0,78.3,False,True,False,False,False,False,False,4.444444444444445,3,6.263440860215052,5.06505376344086,1
28,39,30,8,61995.14571,18141.88077,2,0,71.3,True,False,False,False,False,True,False,8.88888888888889,6,4.381720430107526,6.057526881720429,1
72,45,42,3,46355.42126,15424.61863,2,1,69.0,False,True,False,True,False,False,False,3.333333333333333,1,3.763440860215054,3.081720430107527,0
63,47,46,2,94987.44609,18295.86261,2,0,69.5,False,True,False,False,True,False,False,2.2222222222222223,0,3.897849462365591,2.615591397849462,0
52,38,39,1,40000.0,16295.1875,4,0,63.4,True,False,False,False,False,True,False,1.1111111111111112,0,2.2580645161290316,1.462365591397849,0
35,36,31,5,83083.13054,10806.45182,4,0,72.6,True,False,False,False,False,False,False,5.555555555555555,1,4.731182795698922,4.232258064516127,1
6,30,26,4,118386.7386,22937.66091,3,1,71.5,True,False,False,False,False,False,False,4.444444444444445,1,4.435483870967741,3.7510752688172038,1
20,41,40,1,115033.5318,19230.31249,3,0,72.0,False,True,False,True,False,False,False,1.1111111111111112,0,4.569892473118279,2.618279569892473,0
52,36,35,1,88028.29873,16946.42978,3,0,72.9,False,True,False,True,False,False,False,1.1111111111111112,0,4.811827956989249,2.739247311827958,0
6,39,34,5,104176.4762,20691.27208,1,1,68.2,True,False,False,True,False,False,False,5.555555555555555,4,3.5483870967741944,4.240860215053764,1
9,30,22,8,101312.0446,19295.4767,3,0,74.0,True,False,False,False,False,True,False,8.88888888888889,5,5.10752688172043,6.220430107526882,1
57,40,41,1,73130.19141,17463.72257,3,0,73.2,True,False,False,False,False,False,False,1.1111111111111112,0,4.892473118279571,2.779569892473119,0
49,35,34,2,76193.75467,17302.95275,5,0,68.6,False,False,False,False,False,False,True,2.2222222222222223,0,3.655913978494622,2.4946236559139776,0
80,49,48,2,46321.27212,22585.60695,1,0,73.8,True,False,False,False,False,True,False,2.2222222222222223,1,5.053763440860214,3.3935483870967738,0
1,40,31,9,148934.5869,22207.12509,1,0,73.8,False,False,False,False,False,False,False,10.0,8,5.053763440860214,7.126881720430107,2
25,41,34,7,63755.95035,20349.52462,1,0,69.7,False,False,False,False,False,False,True,7.777777777777778,6,3.951612903225807,5.509139784946237,1
51,39,32,7,66503.6822,9892.236279,5,1,74.2,True,False,False,False,False,True,False,7.777777777777778,2,5.161290322580645,5.3139784946236555,1
1,31,22,8,125567.1067,21018.21287,2,0,71.2,False,True,False,True,False,False,False,8.88888888888889,6,4.35483870967742,6.044086021505377,1
39,49,48,1,114783.6985,24598.39314,1,0,74.9,False,True,False,True,False,False,False,1.1111111111111112,0,5.349462365591399,3.008064516129033,0
37,49,48,1,87379.25338,17385.10912,2,1,70.2,False,False,True,False,False,False,False,1.1111111111111112,0,4.086021505376344,2.3763440860215055,0
69,48,48,1,69363.73609,9000.0,5,0,64.9,True,False,True,False,False,False,False,1.1111111111111112,0,2.661290322580647,1.6639784946236567,0
70,38,37,1,40000.0,21440.71476,3,1,72.2,False,False,False,False,False,False,True,1.1111111111111112,0,4.623655913978495,2.645161290322581,0
1,30,22,9,90279.28895,12051.83618,4,1,74.0,True,False,False,False,False,True,False,10.0,5,5.10752688172043,6.553763440860215,2
25,31,22,9,89853.59037,20998.6708,1,1,67.5,True,False,False,True,False,False,False,10.0,8,3.3602150537634405,6.28010752688172,1
35,35,26,9,96590.35959,14872.40993,4,1,76.9,True,False,False,True,False,False,False,10.0,5,5.88709677419355,6.943548387096775,2
18,30,22,9,48692.06956,20561.19221,2,1,76.4,False,False,True,False,False,False,False,10.0,7,5.752688172043012,7.276344086021506,2
1,33,26,7,108144.3257,23062.35894,2,0,68.1,False,False,False,False,False,True,False,7.777777777777778,5,3.5215053763440842,5.094086021505375,1
32,42,44,1,97880.06192,24792.91,2,0,67.8,True,False,False,False,False,False,False,1.1111111111111112,0,3.4408602150537626,2.0537634408602146,0
27,32,26,6,52049.62283,17338.55255,4,1,71.4,False,False,False,False,False,False,True,6.666666666666666,2,4.408602150537636,4.604301075268818,1
7,38,33,5,79103.84526,20788.31261,2,1,68.3,True,False,False,False,False,False,False,5.555555555555555,3,3.5752688172043,4.054301075268817,1
37,34,30,4,75574.39029,23809.62639,3,1,74.8,True,False,True,False,False,False,False,4.444444444444445,1,5.322580645161289,4.194623655913977,1
27,49,48,1,124974.8138,23699.70147,1,1,72.2,True,False,False,False,False,False,False,1.1111111111111112,0,4.623655913978495,2.645161290322581,0
55,41,37,4,100690.5917,24792.91,1,0,66.5,False,True,False,False,True,False,False,4.444444444444445,3,3.0913978494623655,3.479032258064516,0
42,32,27,6,58747.21423,22170.11874,1,0,68.0,True,False,False,False,False,True,False,6.666666666666666,5,3.494623655913978,4.747311827956989,1
55,35,31,4,42584.45323,12983.3346,5,1,77.6,True,False,False,False,False,True,False,4.444444444444445,0,6.075268817204299,4.370967741935483,1
21,30,24,5,73987.8233,22171.01204,2,1,79.4,False,True,False,True,False,False,False,5.555555555555555,3,6.559139784946238,5.5462365591397855,1
1,30,22,6,95776.39966,24792.91,1,1,74.7,True,False,False,False,False,True,False,6.666666666666666,5,5.295698924731184,5.647849462365592,1
46,41,43,1,114098.7384,17456.932,3,1,70.0,False,True,False,False,True,False,False,1.1111111111111112,0,4.032258064516129,2.349462365591398,0
46,49,48,2,96508.69389,11903.1654,4,1,69.5,True,False,False,False,False,False,False,2.2222222222222223,0,3.897849462365591,2.615591397849462,0
43,41,40,1,86820.3456,14420.76796,4,1,73.8,True,False,False,False,False,True,False,1.1111111111111112,0,5.053763440860214,2.8602150537634405,0
40,44,41,2,54455.7164,17959.27835,3,1,71.9,True,False,False,False,False,True,False,2.2222222222222223,0,4.543010752688173,2.938172043010753,0
1,30,22,9,141689.0274,24792.91,1,1,64.8,False,True,False,False,True,False,False,10.0,8,2.634408602150536,5.917204301075268,1
13,31,26,5,66261.45404,24392.22048,1,1,76.9,True,False,False,False,False,False,False,5.555555555555555,4,5.88709677419355,5.410215053763442,1
1,33,30,3,96427.10833,15078.35446,4,0,78.0,False,False,True,False,False,False,False,3.333333333333333,0,6.182795698924731,4.091397849462365,1
17,42,34,8,107975.5955,17306.10723,2,0,76.9,True,False,False,True,False,False,False,8.88888888888889,6,5.88709677419355,6.810215053763441,2
38,31,25,6,100850.9599,22282.21313,3,1,66.6,True,False,False,False,False,False,False,6.666666666666666,3,3.1182795698924712,4.159139784946236,1
50,32,26,6,55948.09587,24792.91,1,1,68.9,False,True,False,False,True,False,False,6.666666666666666,5,3.7365591397849474,4.868279569892474,1
20,35,30,5,61676.07759,21320.56106,2,1,62.7,True,False,True,False,False,False,False,5.555555555555555,3,2.0698924731182804,3.3016129032258066,0
25,36,35,1,109606.8975,24382.79989,2,0,78.8,False,True,False,True,False,False,False,1.1111111111111112,0,6.39784946236559,3.5322580645161286,1
38,37,31,6,79060.35936,17827.39012,3,0,70.6,True,False,False,False,False,True,False,6.666666666666666,3,4.193548387096772,4.696774193548386,1
53,35,29,6,68514.62909,17617.72783,1,1,83.9,True,False,False,False,False,False,False,6.666666666666666,5,7.768817204301076,6.884408602150538,2
56,40,38,3,59134.42024,17869.82565,2,1,81.4,True,False,False,False,False,True,False,3.333333333333333,1,7.096774193548389,4.748387096774194,1
1,36,30,6,103238.1745,23587.40007,1,1,67.8,False,True,False,True,False,False,False,6.666666666666666,5,3.4408602150537626,4.720430107526881,1
31,39,28,9,94420.39628,21753.46661,1,0,69.8,False,False,False,False,False,True,False,10.0,8,3.9784946236559127,6.589247311827956,2
42,42,42,1,91128.61963,21878.67411,3,0,73.4,True,False,False,False,False,True,False,1.1111111111111112,0,4.946236559139786,2.8064516129032264,0
38,40,38,2,54495.635,15697.38245,3,1,62.5,True,False,False,False,False,True,False,2.2222222222222223,0,2.0161290322580645,1.674731182795699,0
74,49,48,1,72357.11453,9010.376635,4,0,69.3,True,False,False,False,False,True,False,1.1111111111111112,0,3.844086021505375,2.255376344086021,0
1,35,28,6,99907.41885,14064.08643,3,0,69.6,False,False,True,False,False,False,False,6.666666666666666,3,3.924731182795697,4.562365591397848,1
1,30,22,6,129076.7706,20071.69714,2,0,81.3,True,False,False,False,False,False,False,6.666666666666666,4,7.069892473118278,6.334946236559139,1
80,47,48,1,71013.69712,12128.43949,4,1,72.1,False,True,False,True,False,False,False,1.1111111111111112,0,4.596774193548385,2.631720430107526,0
78,43,39,4,40000.0,12430.44016,4,0,70.6,False,False,True,False,False,False,False,4.444444444444445,0,4.193548387096772,3.430107526881719,0
50,37,39,1,40000.0,24792.91,3,0,67.7,True,False,False,False,False,False,True,1.1111111111111112,0,3.413978494623656,2.0403225806451615,0
19,49,44,5,82294.74584,18188.11555,1,1,77.1,True,False,False,False,False,False,False,5.555555555555555,4,5.940860215053761,5.437096774193547,1
38,43,39,5,80986.78528,12403.72574,4,0,69.9,False,False,True,False,False,False,False,5.555555555555555,1,4.005376344086023,3.869354838709678,1
1,30,22,8,110488.2594,24173.19364,1,1,72.3,True,False,False,False,False,False,False,8.88888888888889,7,4.650537634408601,6.3919354838709666,1
30,38,32,6,89942.60826,16073.63724,2,0,69.2,True,False,False,False,False,False,False,6.666666666666666,4,3.8172043010752694,4.708602150537635,1
80,40,35,5,40000.0,11252.22154,5,1,64.6,False,True,False,True,False,False,False,5.555555555555555,0,2.5806451612903207,2.956989247311827,0
50,44,36,7,48427.24625,18791.0058,3,1,68.0,False,False,False,False,False,False,True,7.777777777777778,4,3.494623655913978,4.880645161290322,1
17,34,25,9,88848.37716,11186.91917,5,0,70.6,False,False,False,False,False,False,True,10.0,4,4.193548387096772,5.896774193548386,1
22,38,27,9,75301.57106,16056.18821,2,1,72.0,False,False,False,False,False,True,False,10.0,7,4.569892473118279,6.68494623655914,2
49,30,24,7,42309.60646,17506.93609,3,1,71.2,False,False,True,False,False,False,False,7.777777777777778,4,4.35483870967742,5.310752688172043,1
25,32,28,4,74356.23425,17685.38569,3,1,71.1,False,False,False,False,False,False,True,4.444444444444445,1,4.32795698924731,3.6973118279569883,1
52,46,43,3,57541.07874,16570.86919,2,0,69.5,True,False,False,False,False,False,False,3.333333333333333,1,3.897849462365591,3.1489247311827953,0
1,33,26,7,89072.31692,18206.04215,2,0,79.2,False,False,True,False,False,False,False,7.777777777777778,5,6.505376344086021,6.586021505376344,2
41,31,26,5,74476.73274,21895.60813,1,1,76.5,True,False,False,False,False,False,False,5.555555555555555,4,5.779569892473118,5.356451612903226,1
1,34,28,6,114491.9799,24792.91,1,1,71.5,False,True,False,True,False,False,False,6.666666666666666,5,4.435483870967741,5.21774193548387,1
35,33,26,8,119921.2397,21602.2247,2,0,74.0,True,False,False,True,False,False,False,8.88888888888889,6,5.10752688172043,6.420430107526881,1
43,41,40,1,92757.94805,13430.67672,4,0,69.2,True,False,False,False,False,True,False,1.1111111111111112,0,3.8172043010752694,2.241935483870968,0
54,38,33,5,76778.93633,20208.18793,1,1,57.9,False,True,False,False,True,False,False,5.555555555555555,4,0.7795698924731178,2.856451612903226,0
28,49,48,1,128884.966,15568.75824,3,1,71.5,False,True,False,False,True,False,False,1.1111111111111112,0,4.435483870967741,2.551075268817204,0
21,30,22,6,51335.59718,19387.70627,2,1,73.5,False,False,True,False,False,False,False,6.666666666666666,4,4.973118279569892,5.286559139784946,1
40,35,32,3,68270.20345,21260.57407,3,1,63.3,True,False,False,False,False,True,False,3.333333333333333,0,2.231182795698924,2.115591397849462,0
46,39,35,4,106770.4952,22085.61601,1,0,74.3,True,False,False,False,False,False,False,4.444444444444445,3,5.188172043010751,4.527419354838709,1
62,30,22,7,49572.75893,22786.03105,3,0,70.9,True,False,False,False,False,False,False,7.777777777777778,4,4.274193548387098,5.270430107526882,1
36,42,38,3,94201.00487,16249.19168,3,0,73.4,True,False,False,False,False,False,False,3.333333333333333,0,4.946236559139786,3.473118279569893,0
26,42,39,3,61371.24762,19613.40699,2,1,70.4,False,False,True,False,False,False,False,3.333333333333333,1,4.139784946236561,3.26989247311828,0
19,49,41,8,68914.44889,10372.20741,2,1,79.8,False,False,False,False,False,False,True,8.88888888888889,6,6.666666666666665,7.199999999999999,2
80,38,37,1,40000.0,22264.59955,3,1,72.0,True,False,True,False,False,False,False,1.1111111111111112,0,4.569892473118279,2.618279569892473,0
50,36,30,5,40000.0,9000.0,5,0,77.0,False,False,False,False,False,False,True,5.555555555555555,0,5.913978494623655,4.623655913978494,1
1,38,35,3,146775.822,17785.71274,5,0,76.9,True,False,False,False,False,True,False,3.333333333333333,0,5.88709677419355,3.943548387096775,1
